sample-id	forward-absolute-filepath	reverse-absolute-filepath	16S-ID	ITS-ID	Run	Pig	PMAxxSample	PmaxxGroup	Group	TimeGroup	WaterCHG	Timepoint	Time	PMAxx
LK16S008-167	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-167_S71_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-167_S71_L001_R2_001.fastq.gz	LK16S008-167	LKITS005-167	LK16S008_plate2	P3	3.F24.3	Full	Full-24	F-24	Full	24 hr	24	Untreated
LK16S008-168	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-168_S72_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-168_S72_L001_R2_001.fastq.gz	LK16S008-168	LKITS005-168	LK16S008_plate2	P3	3.F24p.3	Fullp	Full-24-PMAxx	F-24	Full	24 hr	24	PMAxx
LK16S008-169	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-169_S73_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-169_S73_L001_R2_001.fastq.gz	LK16S008-169	LKITS005-169	LK16S008_plate2	P3	3.W0.1	Water	Water-0	W-0	Water	Post Tx	0	Untreated
LK16S008-170	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-170_S74_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-170_S74_L001_R2_001.fastq.gz	LK16S008-170	LKITS005-170	LK16S008_plate2	P3	3.W0p.1	Waterp	Water-0-PMAxx	W-0	Water	Post Tx	0	PMAxx
LK16S008-171	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-171_S75_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-171_S75_L001_R2_001.fastq.gz	LK16S008-171	LKITS005-171	LK16S008_plate2	P3	3.C06.1	CHG	CHG-06	C-06	CHG	6 hr	6	Untreated
LK16S008-172	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-172_S76_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-172_S76_L001_R2_001.fastq.gz	LK16S008-172	LKITS005-172	LK16S008_plate2	P3	3.C06p.1	CHGp	CHG-06-PMAxx	C-06	CHG	6 hr	6	PMAxx
LK16S008-173	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-173_S77_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-173_S77_L001_R2_001.fastq.gz	LK16S008-173	LKITS005-173	LK16S008_plate2	P3	3.F12.1	Full	Full-12	F-12	Full	12 hr	12	Untreated
LK16S008-174	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-174_S78_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-174_S78_L001_R2_001.fastq.gz	LK16S008-174	LKITS005-174	LK16S008_plate2	P3	3.F12p.1	Fullp	Full-12-PMAxx	F-12	Full	12 hr	12	PMAxx
LK16S008-175	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-175_S79_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-175_S79_L001_R2_001.fastq.gz	LK16S008-175	LKITS005-175	LK16S008_plate2	P3	3.W48.1	Water	Water-48	W-48	Water	48 hr	48	Untreated
LK16S008-176	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-176_S80_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-176_S80_L001_R2_001.fastq.gz	LK16S008-176	LKITS005-176	LK16S008_plate2	P3	3.W48p.1	Waterp	Water-48-PMAxx	W-48	Water	48 hr	48	PMAxx
LK16S008-177	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-177_S81_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-177_S81_L001_R2_001.fastq.gz	LK16S008-177	LKITS005-177	LK16S008_plate2	P3	3.W0.2	Water	Water-0	W-0	Water	Post Tx	0	Untreated
LK16S008-178	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-178_S82_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-178_S82_L001_R2_001.fastq.gz	LK16S008-178	LKITS005-178	LK16S008_plate2	P3	3.W0p.2	Waterp	Water-0-PMAxx	W-0	Water	Post Tx	0	PMAxx
LK16S008-179	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-179_S83_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-179_S83_L001_R2_001.fastq.gz	LK16S008-179	LKITS005-179	LK16S008_plate2	P3	3.C06.2	CHG	CHG-06	C-06	CHG	6 hr	6	Untreated
LK16S008-180	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-180_S84_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-180_S84_L001_R2_001.fastq.gz	LK16S008-180	LKITS005-180	LK16S008_plate2	P3	3.C06p.2	CHGp	CHG-06-PMAxx	C-06	CHG	6 hr	6	PMAxx
LK16S008-181	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-181_S85_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-181_S85_L001_R2_001.fastq.gz	LK16S008-181	LKITS005-181	LK16S008_plate2	P3	3.F12.2	Full	Full-12	F-12	Full	12 hr	12	Untreated
LK16S008-182	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-182_S86_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-182_S86_L001_R2_001.fastq.gz	LK16S008-182	LKITS005-182	LK16S008_plate2	P3	3.F12p.2	Fullp	Full-12-PMAxx	F-12	Full	12 hr	12	PMAxx
LK16S008-183	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-183_S87_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-183_S87_L001_R2_001.fastq.gz	LK16S008-183	LKITS005-183	LK16S008_plate2	P3	3.W48.2	Water	Water-48	W-48	Water	48 hr	48	Untreated
LK16S008-184	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-184_S88_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-184_S88_L001_R2_001.fastq.gz	LK16S008-184	LKITS005-184	LK16S008_plate2	P3	3.W48p.2	Waterp	Water-48-PMAxx	W-48	Water	48 hr	48	PMAxx
LK16S008-185	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-185_S89_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-185_S89_L001_R2_001.fastq.gz	LK16S008-185	LKITS005-185	LK16S008_plate2	P3	3.W0.3	Water	Water-0	W-0	Water	Post Tx	0	Untreated
LK16S008-186	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-186_S90_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-186_S90_L001_R2_001.fastq.gz	LK16S008-186	LKITS005-186	LK16S008_plate2	P3	3.W0p.3	Waterp	Water-0-PMAxx	W-0	Water	Post Tx	0	PMAxx
LK16S008-187	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-187_S91_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-187_S91_L001_R2_001.fastq.gz	LK16S008-187	LKITS005-187	LK16S008_plate2	P3	3.C06.3	CHG	CHG-06	C-06	CHG	6 hr	6	Untreated
LK16S008-188	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-188_S92_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-188_S92_L001_R2_001.fastq.gz	LK16S008-188	LKITS005-188	LK16S008_plate2	P3	3.C06p.3	CHGp	CHG-06-PMAxx	C-06	CHG	6 hr	6	PMAxx
LK16S008-189	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-189_S93_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-189_S93_L001_R2_001.fastq.gz	LK16S008-189	LKITS005-189	LK16S008_plate2	P3	3.F12.3	Full	Full-12	F-12	Full	12 hr	12	Untreated
LK16S008-190	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-190_S94_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-190_S94_L001_R2_001.fastq.gz	LK16S008-190	LKITS005-190	LK16S008_plate2	P3	3.F12p.3	Fullp	Full-12-PMAxx	F-12	Full	12 hr	12	PMAxx
LK16S008-191	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-191_S95_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-191_S95_L001_R2_001.fastq.gz	LK16S008-191	LKITS005-191	LK16S008_plate2	P3	3.W48.3	Water	Water-48	W-48	Water	48 hr	48	Untreated
LK16S008-192	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-192_S96_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-192_S96_L001_R2_001.fastq.gz	LK16S008-192	LKITS005-192	LK16S008_plate2	P3	3.W48p.3	Waterp	Water-48-PMAxx	W-48	Water	48 hr	48	PMAxx
LK16S008-193	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-193_S97_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-193_S97_L001_R2_001.fastq.gz	LK16S008-193	LKITS005-193	LK16S008_plate2	P3	3.C48.1	CHG	CHG-48	C-48	CHG	48 hr	48	Untreated
LK16S008-194	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-194_S98_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-194_S98_L001_R2_001.fastq.gz	LK16S008-194	LKITS005-194	LK16S008_plate2	P3	3.C48.2	CHG	CHG-48	C-48	CHG	48 hr	48	Untreated
LK16S008-195	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-195_S99_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-195_S99_L001_R2_001.fastq.gz	LK16S008-195	LKITS005-195	LK16S008_plate2	P3	3.C48.3	CHG	CHG-48	C-48	CHG	48 hr	48	Untreated
LK16S008-196	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-196_S100_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-196_S100_L001_R2_001.fastq.gz	LK16S008-196	LKITS005-196	LK16S008_plate2	P3	3.F48.1	Full	Full-48	F-48	Full	48 hr	48	Untreated
LK16S008-197	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-197_S101_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-197_S101_L001_R2_001.fastq.gz	LK16S008-197	LKITS005-197	LK16S008_plate2	P3	3.F48.2	Full	Full-48	F-48	Full	48 hr	48	Untreated
LK16S008-198	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-198_S102_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-198_S102_L001_R2_001.fastq.gz	LK16S008-198	LKITS005-198	LK16S008_plate2	P3	3.F48.3	Full	Full-48	F-48	Full	48 hr	48	Untreated
LK16S008-199	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-199_S103_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-199_S103_L001_R2_001.fastq.gz	LK16S008-199	LKITS005-199	LK16S008_plate2	NA	NegEx1	NegEx	NegEx	NegEx	NegEx	NegEx	NegEx	NegEx
LK16S008-200	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-200_S104_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-200_S104_L001_R2_001.fastq.gz	LK16S008-200	LKITS005-200	LK16S008_plate2	NA	NegEx2	NegEx	NegEx	NegEx	NegEx	NegEx	NegEx	NegEx
LK16S008-201	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-201_S105_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-201_S105_L001_R2_001.fastq.gz	LK16S008-201	LKITS005-201	LK16S008_plate2	P3	3.C48p.1	CHGp	CHG-48-PMAxx	C-48	CHG	48 hr	48	PMAxx
LK16S008-202	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-202_S106_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-202_S106_L001_R2_001.fastq.gz	LK16S008-202	LKITS005-202	LK16S008_plate2	P3	3.C48p.2	CHGp	CHG-48-PMAxx	C-48	CHG	48 hr	48	PMAxx
LK16S008-203	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-203_S107_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-203_S107_L001_R2_001.fastq.gz	LK16S008-203	LKITS005-203	LK16S008_plate2	P3	3.C48p.3	CHGp	CHG-48-PMAxx	C-48	CHG	48 hr	48	PMAxx
LK16S008-204	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-204_S108_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-204_S108_L001_R2_001.fastq.gz	LK16S008-204	LKITS005-204	LK16S008_plate2	P3	3.F48p.1	Fullp	Full-48-PMAxx	F-48	Full	48 hr	48	PMAxx
LK16S008-205	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-205_S109_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-205_S109_L001_R2_001.fastq.gz	LK16S008-205	LKITS005-205	LK16S008_plate2	P3	3.F48p.2	Fullp	Full-48-PMAxx	F-48	Full	48 hr	48	PMAxx
LK16S008-206	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-206_S110_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-206_S110_L001_R2_001.fastq.gz	LK16S008-206	LKITS005-206	LK16S008_plate2	P3	3.F48p.3	Fullp	Full-48-PMAxx	F-48	Full	48 hr	48	PMAxx
