sample-id	forward-absolute-filepath	reverse-absolute-filepath	16S-ID	ITS-ID	Run	Pig	PMAxxSample	PmaxxGroup	Group	TimeGroup	WaterCHG	Timepoint	Time	PMAxx
LK16S008-071	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-071_S71_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-071_S71_L001_R2_001.fastq.gz	LK16S008-071	LKITS005-071	LK16S008_Plate1	P2	2.W48.3	Water	Water-48	W-48	Water	48 hr	48	Untreated
LK16S008-072	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-072_S72_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-072_S72_L001_R2_001.fastq.gz	LK16S008-072	LKITS005-072	LK16S008_Plate1	P2	2.W48p.3	Waterp	Water-48-PMAxx	W-48	Water	48 hr	48	PMAxx
LK16S008-073	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-073_S73_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-073_S73_L001_R2_001.fastq.gz	LK16S008-073	LKITS005-073	LK16S008_Plate1	P2	2.C0.1	CHG	CHG-0	C-0	CHG	Post Tx	0	Untreated
LK16S008-074	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-074_S74_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-074_S74_L001_R2_001.fastq.gz	LK16S008-074	LKITS005-074	LK16S008_Plate1	P2	2.C0p.1	CHGp	CHG-0-PMAxx	C-0	CHG	Post Tx	0	PMAxx
LK16S008-075	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-075_S75_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-075_S75_L001_R2_001.fastq.gz	LK16S008-075	LKITS005-075	LK16S008_Plate1	P2	2.F06.1	Full	Full-06	F-06	Full	6 hr	6	Untreated
LK16S008-076	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-076_S76_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-076_S76_L001_R2_001.fastq.gz	LK16S008-076	LKITS005-076	LK16S008_Plate1	P2	2.F06p.1	Fullp	Full-06-PMAxx	F-06	Full	6 hr	6	PMAxx
LK16S008-077	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-077_S77_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-077_S77_L001_R2_001.fastq.gz	LK16S008-077	LKITS005-077	LK16S008_Plate1	P2	2.W24.1	Water	Water-24	W-24	Water	24 hr	24	Untreated
LK16S008-078	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-078_S78_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-078_S78_L001_R2_001.fastq.gz	LK16S008-078	LKITS005-078	LK16S008_Plate1	P2	2.W24p.1	Waterp	Water-24-PMAxx	W-24	Water	24 hr	24	PMAxx
LK16S008-079	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-079_S79_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-079_S79_L001_R2_001.fastq.gz	LK16S008-079	LKITS005-079	LK16S008_Plate1	P2	2.C48.1	CHG	CHG-48	C-48	CHG	48 hr	48	Untreated
LK16S008-080	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-080_S80_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-080_S80_L001_R2_001.fastq.gz	LK16S008-080	LKITS005-080	LK16S008_Plate1	P2	2.C48p.1	CHGp	CHG-48-PMAxx	C-48	CHG	48 hr	48	PMAxx
LK16S008-081	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-081_S81_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-081_S81_L001_R2_001.fastq.gz	LK16S008-081	LKITS005-081	LK16S008_Plate1	P2	2.C0.2	CHG	CHG-0	C-0	CHG	Post Tx	0	Untreated
LK16S008-082	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-082_S82_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-082_S82_L001_R2_001.fastq.gz	LK16S008-082	LKITS005-082	LK16S008_Plate1	P2	2.C0p.2	CHGp	CHG-0-PMAxx	C-0	CHG	Post Tx	0	PMAxx
LK16S008-083	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-083_S83_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-083_S83_L001_R2_001.fastq.gz	LK16S008-083	LKITS005-083	LK16S008_Plate1	P2	2.F06.2	Full	Full-06	F-06	Full	6 hr	6	Untreated
LK16S008-084	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-084_S84_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-084_S84_L001_R2_001.fastq.gz	LK16S008-084	LKITS005-084	LK16S008_Plate1	P2	2.F06p.2	Fullp	Full-06-PMAxx	F-06	Full	6 hr	6	PMAxx
LK16S008-085	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-085_S85_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-085_S85_L001_R2_001.fastq.gz	LK16S008-085	LKITS005-085	LK16S008_Plate1	P2	2.W24.2	Water	Water-24	W-24	Water	24 hr	24	Untreated
LK16S008-086	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-086_S86_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-086_S86_L001_R2_001.fastq.gz	LK16S008-086	LKITS005-086	LK16S008_Plate1	P2	2.W24p.2	Waterp	Water-24-PMAxx	W-24	Water	24 hr	24	PMAxx
LK16S008-087	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-087_S87_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-087_S87_L001_R2_001.fastq.gz	LK16S008-087	LKITS005-087	LK16S008_Plate1	P2	2.C48.2	CHG	CHG-48	C-48	CHG	48 hr	48	Untreated
LK16S008-088	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-088_S88_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-088_S88_L001_R2_001.fastq.gz	LK16S008-088	LKITS005-088	LK16S008_Plate1	P2	2.C48p.2	CHGp	CHG-48-PMAxx	C-48	CHG	48 hr	48	PMAxx
LK16S008-089	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-089_S89_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-089_S89_L001_R2_001.fastq.gz	LK16S008-089	LKITS005-089	LK16S008_Plate1	P2	2.C0.3	CHG	CHG-0	C-0	CHG	Post Tx	0	Untreated
LK16S008-090	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-090_S90_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-090_S90_L001_R2_001.fastq.gz	LK16S008-090	LKITS005-090	LK16S008_Plate1	P2	2.C0p.3	CHGp	CHG-0-PMAxx	C-0	CHG	Post Tx	0	PMAxx
LK16S008-091	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-091_S91_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-091_S91_L001_R2_001.fastq.gz	LK16S008-091	LKITS005-091	LK16S008_Plate1	P2	2.F06.3	Full	Full-06	F-06	Full	6 hr	6	Untreated
LK16S008-092	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-092_S92_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-092_S92_L001_R2_001.fastq.gz	LK16S008-092	LKITS005-092	LK16S008_Plate1	P2	2.F06p.3	Fullp	Full-06-PMAxx	F-06	Full	6 hr	6	PMAxx
LK16S008-093	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-093_S93_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-093_S93_L001_R2_001.fastq.gz	LK16S008-093	LKITS005-093	LK16S008_Plate1	P2	2.W24.3	Water	Water-24	W-24	Water	24 hr	24	Untreated
LK16S008-094	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-094_S94_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-094_S94_L001_R2_001.fastq.gz	LK16S008-094	LKITS005-094	LK16S008_Plate1	P2	2.W24p.3	Waterp	Water-24-PMAxx	W-24	Water	24 hr	24	PMAxx
LK16S008-095	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-095_S95_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-095_S95_L001_R2_001.fastq.gz	LK16S008-095	LKITS005-095	LK16S008_Plate1	P2	2.C48.3	CHG	CHG-48	C-48	CHG	48 hr	48	Untreated
LK16S008-096	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-096_S96_L001_R1_001.fastq.gz	/Users/liztown/Documents/KalanLab/Sequencing/16S/LK16S008/LK16S008-096_S96_L001_R2_001.fastq.gz	LK16S008-096	LKITS005-096	LK16S008_Plate1	P2	2.C48p.3	CHGp	CHG-48-PMAxx	C-48	CHG	48 hr	48	PMAxx
